Obs,Folha,Ep_Emissao,Tipo,Planta,Sexo,Galho,Ep_Medicao,Idade,A,gs,E,PPFD,Ta,Tl,IdadeE,Estacoes,environment,period_label,WUE,iWUE,LUE,deltaT,bio_unit,time_idx
664,96,3,sol,29,M,3,4,3,11.2275,0.302875,5.2,151.02,30.805,30.5175,Jov_Madura,verao,MO,Jan 2004,2.159134615384615,37.06974824597606,0.07434445768772346,-0.2875000000000014,29_3,7
665,96,3,sol,29,M,3,5,5,1.52685,0.17243799999999998,1.7,106.75,26.075,25.3325,Madura,outono,MO,Mar 2004,0.8981470588235294,8.854486830049062,0.01430304449648712,-0.7424999999999997,29_3,9
666,96,3,sol,29,M,3,6,7,3.1325,0.20270000000000002,2.625,654.25,21.725,20.9075,Madura,inverno,MO,May 2004,1.1933333333333334,15.45387271830291,0.004787925105082155,-0.8175000000000026,29_3,11
667,96,3,sol,29,M,3,7,9,0.5436,0.113233,1.1,1097.33,16.1633,16.26,Madura,inverno,MO,Jul 2004,0.4941818181818181,4.8007206379765615,0.0004953842508634595,0.096700000000002,29_3,13
668,96,3,sol,29,M,3,8,11,2.84275,0.12472499999999999,2.5,538.713,26.98,25.835,Madura,primavera,MO,Sep 2004,1.1371,22.792142713970737,0.005276928531518638,-1.1449999999999996,29_3,15
669,96,3,sol,29,M,3,9,13,1.07522,0.370875,1.1525,48.6075,33.9,32.785,Velha,primavera,MO,Nov 2004,0.932945770065076,2.899143916413886,0.022120454662346346,-1.115000000000002,29_3,17
670,96,3,sol,29,M,3,10,15,5.22,0.14445000000000002,4.55,210.8,35.9525,35.8125,Velha,verao,MO,Jan 2005,1.1472527472527472,36.13707165109034,0.02476280834914611,-0.14000000000000057,29_3,19
671,97,3,sol,30,M,1,3,1,6.31925,0.195075,2.0025,1761.75,31.3575,32.1425,Jovem,primavera,MO,Nov 2003,3.1556803995006244,32.39395104447008,0.003586916418334043,0.7849999999999966,30_3,5
672,97,3,sol,30,M,1,4,3,15.085,0.399875,5.4,319.5,30.535,29.645,Jov_Madura,verao,MO,Jan 2004,2.7935185185185185,37.72428884026259,0.04721439749608764,-0.8900000000000006,30_3,7
673,97,3,sol,30,M,1,5,5,4.4975,0.29525,2.05,89.83,26.5275,25.9975,Madura,outono,MO,Mar 2004,2.19390243902439,15.23285351397121,0.05006679283090281,-0.5300000000000011,30_3,9
674,97,3,sol,30,M,1,6,7,7.1595,0.203425,2.825,570.575,20.1325,21.2675,Madura,inverno,MO,May 2004,2.5343362831858407,35.19478923436156,0.01254786837839022,1.134999999999998,30_3,11
675,97,3,sol,30,M,1,7,9,1.13075,0.038375,0.225,67.305,10.735,10.8025,Madura,inverno,MO,Jul 2004,5.025555555555555,29.465798045602604,0.01680038630116633,0.06750000000000078,30_3,13
676,97,3,sol,30,M,1,8,11,1.676,0.1411,2.375,20.0075,25.975,24.4775,Madura,primavera,MO,Sep 2004,0.7056842105263158,11.878100637845499,0.08376858677995751,-1.4975000000000023,30_3,15
677,98,3,sol,30,M,2,3,1,5.9385,0.305675,1.1175,85.8625,31.2175,30.745,Jovem,primavera,MO,Nov 2003,5.314093959731545,19.42749652408604,0.06916290580870578,-0.47250000000000014,30_3,5
678,98,3,sol,30,M,2,4,3,11.535,0.30177499999999996,4.275,410.65,30.17,29.5,Jov_Madura,verao,MO,Jan 2004,2.6982456140350877,38.22384226658935,0.028089614026543287,-0.6700000000000017,30_3,7
679,98,3,sol,30,M,2,5,5,6.16525,0.262094,2.08125,177.1,27.3375,27.0675,Madura,outono,MO,Mar 2004,2.9622822822822825,23.523048982426154,0.03481225296442688,-0.2699999999999996,30_3,9
680,98,3,sol,30,M,2,6,7,2.25,0.17785,2.3,496.025,22.73,21.6825,Madura,inverno,MO,May 2004,0.9782608695652175,12.651110486364914,0.00453606169043899,-1.0474999999999994,30_3,11
681,98,3,sol,30,M,2,7,9,0.934975,0.05185000000000001,0.325,208.842,10.31,10.4075,Madura,inverno,MO,Jul 2004,2.8768461538461536,18.032304725168753,0.004476949081123529,0.09750000000000014,30_3,13
682,98,3,sol,30,M,2,8,11,1.81375,0.18055000000000002,3.075,33.065,26.715,25.3625,Madura,primavera,MO,Sep 2004,0.5898373983739837,10.045693713652726,0.054854075306215035,-1.3524999999999991,30_3,15
683,99,3,sol,30,M,3,3,1,7.773,0.16021000000000002,1.99,2040.25,31.1825,34.07,Jovem,primavera,MO,Nov 2003,3.906030150753769,48.51757068847137,0.0038098272270555076,2.8874999999999993,30_3,5
684,99,3,sol,30,M,3,4,3,13.0095,0.42,5.325,1912.25,29.98,29.0125,Jov_Madura,verao,MO,Jan 2004,2.4430985915492953,30.974999999999998,0.006803242253889397,-0.9675000000000011,30_3,7
685,99,3,sol,30,M,3,5,5,1.97125,0.18275000000000002,1.7,14.6575,27.6675,27.045,Madura,outono,MO,Mar 2004,1.1595588235294119,10.78659370725034,0.13448746375575643,-0.6224999999999987,30_3,9
686,99,3,sol,30,M,3,6,7,1.41875,0.21175000000000002,2.175,18.86,20.4975,19.47,Madura,inverno,MO,May 2004,0.6522988505747127,6.700118063754426,0.0752253446447508,-1.0274999999999999,30_3,11
687,99,3,sol,30,M,3,7,9,4.4555,0.126475,1.05,1410.0,13.18,13.2725,Madura,inverno,MO,Jul 2004,4.243333333333333,35.22830598932595,0.003159929078014184,0.09250000000000114,30_3,13
688,99,3,sol,30,M,3,8,11,4.46875,0.08125,3.225,1887.5,30.2675,34.6275,Madura,primavera,MO,Sep 2004,1.3856589147286822,55.0,0.0023675496688741722,4.359999999999999,30_3,15
689,100,3,sombra,1,F,1,3,1,1.6054300000000001,0.350118,1.88,239.675,27.8925,26.82,Jovem,primavera,FUS,Nov 2003,0.8539521276595746,4.585396923322994,0.006698362365703557,-1.072499999999998,1_3,5
690,100,3,sombra,1,F,1,4,3,1.38425,0.1326,1.3,26.505,25.845,25.0425,Jov_Madura,verao,FUS,Jan 2004,1.0648076923076923,10.439291101055806,0.05222599509526504,-0.8024999999999984,1_3,7
691,100,3,sombra,1,F,1,5,5,0.7717,0.058600000000000006,1.6,69.64,25.78,25.46,Jov_Madura,outono,FUS,Mar 2004,0.48231250000000003,13.168941979522184,0.011081275129236071,-0.3200000000000003,1_3,9
692,100,3,sombra,1,F,1,6,7,1.31325,0.167,1.425,14.6925,18.805,17.6025,Madura,inverno,FUS,May 2004,0.921578947368421,7.86377245508982,0.08938233792751403,-1.2025000000000006,1_3,11
693,100,3,sombra,1,F,1,7,9,1.729,0.194675,1.0,3.47745,18.285,17.8675,Madura,inverno,FUS,Jul 2004,1.729,8.881469115191988,0.4972034105450833,-0.4175000000000004,1_3,13
694,100,3,sombra,1,F,1,8,11,1.7922500000000001,0.134925,2.075,11.94,20.1,19.0475,Madura,primavera,FUS,Sep 2004,0.8637349397590361,13.283305540114881,0.15010469011725294,-1.052500000000002,1_3,15
695,100,3,sombra,1,F,1,9,13,4.23275,0.19720000000000001,2.525,26.595,21.815,20.92,Velha,primavera,FUS,Nov 2004,1.6763366336633665,21.46424949290061,0.1591558563639782,-0.8949999999999996,1_3,17
696,100,3,sombra,1,F,1,10,15,0.386275,0.10005000000000001,0.95,6.74025,26.065,25.705,Velha,verao,FUS,Jan 2005,0.40660526315789475,3.8608195902048967,0.057308705166722304,-0.360000000000003,1_3,19
697,100,3,sombra,1,F,1,11,17,0.6059500000000001,0.129,0.75,10.578,20.5025,20.0525,Velha,outono,FUS,Mar 2005,0.8079333333333335,4.697286821705427,0.057283985630553994,-0.45000000000000284,1_3,21
698,100,3,sombra,1,F,1,12,19,0.6402249999999999,0.1592,0.95,9.8475,20.9225,20.48,Velha,inverno,FUS,May 2005,0.6739210526315789,4.0215138190954764,0.065013962934755,-0.442499999999999,1_3,23
699,101,3,sombra,1,F,2,3,1,3.7905,0.19031,3.1125,51.235,28.2275,27.73,Jovem,primavera,FUS,Nov 2003,1.217831325301205,19.91750302138616,0.07398262906216455,-0.4974999999999987,1_3,5
700,101,3,sombra,1,F,2,4,3,1.46075,0.160056,1.785,28.7125,25.7125,24.9775,Jov_Madura,verao,FUS,Jan 2004,0.8183473389355742,9.12649322737042,0.050875054418807145,-0.7349999999999994,1_3,7
701,101,3,sombra,1,F,2,5,5,4.4105,0.169175,3.5,123.652,26.43,25.7725,Jov_Madura,outono,FUS,Mar 2004,1.260142857142857,26.070636914437713,0.03566865072946657,-0.6574999999999989,1_3,9
702,101,3,sombra,1,F,2,6,7,1.19275,0.07715000000000001,1.35,15.0775,19.1475,18.5625,Madura,inverno,FUS,May 2004,0.8835185185185185,15.460142579390794,0.07910794229812634,-0.5850000000000009,1_3,11
703,101,3,sombra,1,F,2,7,9,4.911,0.157725,1.0,71.6375,19.52,19.1725,Madura,inverno,FUS,Jul 2004,4.911,31.136471707085114,0.06855348106787645,-0.34750000000000014,1_3,13
704,101,3,sombra,1,F,2,8,11,5.985,0.14225000000000002,2.025,327.625,20.775,19.8625,Madura,primavera,FUS,Sep 2004,2.9555555555555557,42.073813708260104,0.018267836703548264,-0.9124999999999979,1_3,15
705,101,3,sombra,1,F,2,9,13,3.7115,0.214725,2.625,51.8675,22.08,21.05,Velha,primavera,FUS,Nov 2004,1.413904761904762,17.284899289789266,0.0715573335903986,-1.0299999999999976,1_3,17
706,101,3,sombra,1,F,2,10,15,0.32195,0.1131,1.175,7.0125,26.7575,26.2875,Velha,verao,FUS,Jan 2005,0.274,2.8465959328028294,0.04591087344028521,-0.46999999999999886,1_3,19
707,101,3,sombra,1,F,2,11,17,1.88233,0.17452499999999999,0.975,51.8075,21.0,20.3175,Velha,outono,FUS,Mar 2005,1.930594871794872,10.785446211144537,0.03633315639627467,-0.682500000000001,1_3,21
708,101,3,sombra,1,F,2,12,19,2.44825,0.15725,0.825,55.5325,22.34,21.8425,Velha,inverno,FUS,May 2005,2.9675757575757573,15.569157392686803,0.04408679602034844,-0.4974999999999987,1_3,23
709,102,3,sombra,2,M,1,3,1,4.9005,0.125275,1.7625,824.2,28.915,29.79,Jovem,primavera,FUS,Nov 2003,2.7804255319148936,39.11794053083217,0.0059457655908760005,0.875,2_3,5
710,102,3,sombra,2,M,1,4,3,1.67175,0.162522,1.9075,21.4875,26.1375,25.5625,Jov_Madura,verao,FUS,Jan 2004,0.8764089121887287,10.286299700963562,0.07780104712041885,-0.5749999999999993,2_3,7
711,102,3,sombra,2,M,1,5,5,3.2265,0.234375,5.025,50.1725,27.38,26.9325,Jov_Madura,outono,FUS,Mar 2004,0.6420895522388059,13.7664,0.06430813692759979,-0.447499999999998,2_3,9
712,102,3,sombra,2,M,1,6,7,2.56475,0.094735,1.5,43.0125,19.96,19.11,Madura,inverno,FUS,May 2004,1.7098333333333333,27.072887528368607,0.059628015111886076,-0.8500000000000014,2_3,11
713,102,3,sombra,2,M,1,7,9,1.70075,0.250225,1.7,11.5463,19.545,19.4325,Madura,inverno,FUS,Jul 2004,1.0004411764705883,6.796882805475073,0.1472982687094567,-0.11250000000000071,2_3,13
714,102,3,sombra,2,M,1,8,11,1.7610000000000001,0.151975,2.375,31.69,21.265,20.1275,Madura,primavera,FUS,Sep 2004,0.7414736842105264,11.587432143444646,0.055569580309245824,-1.1374999999999993,2_3,15
715,102,3,sombra,2,M,1,9,13,2.638,0.192875,2.6,39.325,22.0575,21.0625,Velha,primavera,FUS,Nov 2004,1.0146153846153845,13.677252106286454,0.06708200890019071,-0.995000000000001,2_3,17
716,102,3,sombra,2,M,1,10,15,0.66785,0.10725000000000001,1.1,20.8525,27.3425,26.4925,Velha,verao,FUS,Jan 2005,0.6071363636363636,6.227039627039627,0.03202733485193622,-0.8500000000000014,2_3,19
717,102,3,sombra,2,M,1,11,17,0.8280500000000001,0.07195,0.6,32.645,22.185,21.74,Velha,outono,FUS,Mar 2005,1.3800833333333336,11.50868658790827,0.025365293306785112,-0.4450000000000003,2_3,21
718,102,3,sombra,2,M,1,12,19,1.5195,0.16965000000000002,0.75,36.8075,22.1025,21.4925,Velha,inverno,FUS,May 2005,2.0260000000000002,8.956675508399645,0.0412823473476873,-0.6099999999999994,2_3,23
719,103,3,sombra,3,F,1,3,1,4.666,0.13122499999999998,1.7625,299.975,28.325,28.235,Jovem,primavera,FUS,Nov 2003,2.647375886524823,35.557248999809495,0.015554629552462704,-0.08999999999999986,3_3,5
720,103,3,sombra,3,F,1,4,3,5.6005,0.277825,4.325,16.015,26.885,27.155,Jov_Madura,verao,FUS,Jan 2004,1.2949132947976878,20.158373076576982,0.3497034030596316,0.2699999999999996,3_3,7
721,103,3,sombra,3,F,1,5,5,2.17575,0.205225,5.2,31.2525,29.7275,28.8725,Jov_Madura,outono,FUS,Mar 2004,0.4184134615384615,10.601778535753441,0.06961843052555795,-0.8550000000000004,3_3,9
722,103,3,sombra,3,F,1,6,7,1.78375,0.18212499999999998,1.2,29.14,19.825,19.3575,Madura,inverno,FUS,May 2004,1.4864583333333334,9.794097460535347,0.06121310912834591,-0.4674999999999976,3_3,11
723,103,3,sombra,3,F,1,7,9,2.649,0.17635,1.275,43.2275,20.44,20.0375,Madura,inverno,FUS,Jul 2004,2.0776470588235294,15.021264530762688,0.06128043490833382,-0.40249999999999986,3_3,13
724,103,3,sombra,3,F,1,8,11,0.9607249999999999,0.25245,5.6,9.7925,24.1625,23.1975,Madura,primavera,FUS,Sep 2004,0.1715580357142857,3.8056050703109525,0.09810824610671431,-0.9649999999999999,3_3,15
725,103,3,sombra,3,F,1,9,13,0.452275,0.15795,2.2,5.9245,21.7275,20.955,Velha,primavera,FUS,Nov 2004,0.20557954545454543,2.8634061411839187,0.07633977550848173,-0.7725000000000009,3_3,17
726,103,3,sombra,3,F,1,10,15,0.7145,0.060425,0.975,19.91,29.6125,28.69,Velha,verao,FUS,Jan 2005,0.7328205128205129,11.824575920562681,0.03588648920140633,-0.9224999999999994,3_3,19
727,103,3,sombra,3,F,1,11,17,0.1326,0.1025,0.8,3.6270000000000002,21.4,20.93,Velha,outono,FUS,Mar 2005,0.16574999999999998,1.293658536585366,0.03655913978494623,-0.46999999999999886,3_3,21
728,103,3,sombra,3,F,1,12,19,0.729775,0.129875,0.95,12.4325,23.1725,22.8925,Velha,inverno,FUS,May 2005,0.7681842105263158,5.619056785370549,0.058698974462095314,-0.28000000000000114,3_3,23
729,104,3,sombra,3,F,3,3,1,5.18175,0.179562,1.0375,867.05,28.055,28.255,Jovem,primavera,FUS,Nov 2003,4.994457831325301,28.85772045310255,0.005976298944697538,0.1999999999999993,3_3,5
730,104,3,sombra,3,F,3,4,3,1.91625,0.21787199999999998,3.115,9.430250000000001,27.5,26.725,Jov_Madura,verao,FUS,Jan 2004,0.6151685393258427,8.795301828596608,0.2032024601680761,-0.7749999999999986,3_3,7
731,104,3,sombra,3,F,3,5,5,0.664975,0.21455000000000002,4.775,8.43275,28.295,27.3625,Jov_Madura,outono,FUS,Mar 2004,0.13926178010471202,3.0993940806338847,0.07885624499718359,-0.932500000000001,3_3,9
732,104,3,sombra,3,F,3,6,7,1.12235,0.171925,1.3,1.93425,21.2875,20.6575,Madura,inverno,FUS,May 2004,0.8633461538461538,6.528137269158063,0.5802507431821119,-0.6300000000000026,3_3,11
733,104,3,sombra,3,F,3,7,9,2.0085,0.12257499999999999,1.175,38.255,20.9775,20.675,Madura,inverno,FUS,Jul 2004,1.7093617021276597,16.385886192127273,0.05250294079205333,-0.30249999999999844,3_3,13
734,104,3,sombra,3,F,3,8,11,2.9865,0.171,3.0,294.4,23.1475,21.3575,Madura,primavera,FUS,Sep 2004,0.9954999999999999,17.464912280701753,0.010144361413043479,-1.7899999999999991,3_3,15
735,104,3,sombra,3,F,3,9,13,0.6235,0.07845,1.775,2.417,25.7,24.9475,Velha,primavera,FUS,Nov 2004,0.3512676056338029,7.947737412364564,0.2579644187008689,-0.7524999999999977,3_3,17
736,104,3,sombra,3,F,3,10,15,0.31243299999999996,0.0661667,0.933333,6.28733,29.48,27.6667,Velha,verao,FUS,Jan 2005,0.3347497624106294,4.721906941104815,0.04969247677471995,-1.8133000000000017,3_3,19
737,104,3,sombra,3,F,3,11,17,0.14626699999999998,0.1129,1.06667,10.7167,22.9367,22.0967,Velha,outono,FUS,Mar 2005,0.13712488398473752,1.295544729849424,0.013648511202142449,-0.8399999999999999,3_3,21
738,104,3,sombra,3,F,3,12,19,0.4097,0.045274999999999996,0.3,6.44025,23.1425,22.56,Velha,inverno,FUS,May 2005,1.3656666666666668,9.049144119271123,0.0636155428748884,-0.5824999999999996,3_3,23
739,105,3,sombra,4,F,1,3,1,1.6895,0.21992499999999998,1.525,680.925,29.68,29.0175,Jovem,primavera,FUS,Nov 2003,1.1078688524590166,7.682164374218484,0.0024811836839593203,-0.6625000000000014,4_3,5
740,105,3,sombra,4,F,1,4,3,2.4405,0.18514799999999998,2.8,35.1512,27.78,27.0125,Jov_Madura,verao,FUS,Jan 2004,0.8716071428571429,13.181346814440342,0.06942863970504563,-0.7675000000000018,4_3,7
741,105,3,sombra,4,F,1,5,5,1.044,0.107525,2.725,23.4825,26.4525,26.16,Jov_Madura,outono,FUS,Mar 2004,0.38311926605504587,9.709369913973495,0.044458639412328325,-0.2925000000000004,4_3,9
742,105,3,sombra,4,F,1,6,7,1.13873,0.168,1.2,16.62,20.6425,20.2,Madura,inverno,FUS,May 2004,0.9489416666666667,6.778154761904761,0.06851564380264741,-0.442499999999999,4_3,11
743,105,3,sombra,4,F,1,7,9,1.52275,0.159,1.325,22.275,21.2775,20.7325,Madura,inverno,FUS,Jul 2004,1.149245283018868,9.577044025157234,0.06836139169472503,-0.5449999999999982,4_3,13
744,105,3,sombra,4,F,1,8,11,1.05385,0.12742499999999998,2.45,7.82875,22.7475,21.5875,Madura,primavera,FUS,Sep 2004,0.4301428571428571,8.27035511084952,0.13461280536484113,-1.1600000000000001,4_3,15
745,105,3,sombra,4,F,1,9,13,1.11735,0.08785000000000001,2.225,6.589,27.535,26.6125,Velha,primavera,FUS,Nov 2004,0.5021797752808989,12.718838929994307,0.16957808468659888,-0.9224999999999994,4_3,17
746,105,3,sombra,4,F,1,10,15,0.68945,0.06355000000000001,0.975,8.40325,28.475,27.8625,Velha,verao,FUS,Jan 2005,0.7071282051282052,10.84893784421715,0.08204563710469163,-0.6125000000000007,4_3,19
747,105,3,sombra,4,F,1,11,17,0.29417499999999996,0.0989,0.7,3.9295,22.69,21.7525,Velha,outono,FUS,Mar 2005,0.42024999999999996,2.9744691607684524,0.07486321414938286,-0.9375,4_3,21
748,105,3,sombra,4,F,1,12,19,0.67335,0.08905,0.6,8.3345,23.5,22.95,Velha,inverno,FUS,May 2005,1.12225,7.56148231330713,0.0807906893034975,-0.5500000000000007,4_3,23
749,106,3,sombra,4,F,3,3,1,3.14825,0.21280000000000002,3.305,1500.0,30.87,32.5725,Jovem,primavera,FUS,Nov 2003,0.952571860816944,14.79440789473684,0.002098833333333333,1.702499999999997,4_3,5
750,106,3,sombra,4,F,3,4,3,0.7886249999999999,0.155987,2.2625,15.525,28.7425,27.8875,Jov_Madura,verao,FUS,Jan 2004,0.34856353591160216,5.055709770686018,0.05079710144927536,-0.8550000000000004,4_3,7
751,106,3,sombra,4,F,3,5,5,0.6855749999999999,0.263275,5.275,22.6375,28.705,27.5675,Jov_Madura,outono,FUS,Mar 2004,0.12996682464454976,2.60402620833729,0.03028492545554942,-1.1374999999999993,4_3,9
752,106,3,sombra,4,F,3,6,7,1.40125,0.1385,1.0,22.426,20.2625,19.575,Madura,inverno,FUS,May 2004,1.40125,10.117328519855596,0.06248327833764382,-0.6875,4_3,11
753,106,3,sombra,4,F,3,7,9,1.10095,0.22715000000000002,2.075,11.635,20.83,20.485,Madura,inverno,FUS,Jul 2004,0.5305783132530121,4.846797270526084,0.09462397937258274,-0.34499999999999886,4_3,13
754,106,3,sombra,4,F,3,8,11,3.9005,0.139675,2.6,28.7875,23.0525,21.96,Madura,primavera,FUS,Sep 2004,1.5001923076923076,27.92554143547521,0.13549283543204516,-1.0924999999999976,4_3,15
755,106,3,sombra,4,F,3,9,13,0.574525,0.068,1.725,2.53875,26.8,25.9975,Velha,primavera,FUS,Nov 2004,0.3330579710144927,8.448897058823528,0.22630231413096996,-0.802500000000002,4_3,17
756,106,3,sombra,4,F,3,10,15,0.27985000000000004,0.10725000000000001,1.35,6.527,28.79,28.055,Velha,verao,FUS,Jan 2005,0.2072962962962963,2.6093240093240095,0.04287574689750269,-0.7349999999999994,4_3,19
757,106,3,sombra,4,F,3,11,17,0.27315,0.1364,1.05,5.0175,21.655,21.03,Velha,outono,FUS,Mar 2005,0.2601428571428571,2.0025659824046924,0.05443946188340807,-0.625,4_3,21
758,106,3,sombra,4,F,3,12,19,0.6469,0.0521,0.4,13.0025,23.1825,22.8875,Velha,inverno,FUS,May 2005,1.61725,12.416506717850288,0.049751970774850995,-0.2950000000000017,4_3,23
759,107,3,sombra,5,M,1,3,1,4.568,0.184,3.29375,101.555,31.8375,32.85,Jovem,primavera,FUS,Nov 2003,1.3868690702087285,24.82608695652174,0.04498055241002412,1.0125000000000028,5_3,5
760,107,3,sombra,5,M,1,4,3,2.76425,0.199926,3.43,30.77,28.08,27.5725,Jov_Madura,verao,FUS,Jan 2004,0.8059037900874636,13.826365755329473,0.08983587910302243,-0.5074999999999967,5_3,7
761,107,3,sombra,5,M,1,5,5,2.42875,0.310875,6.175,44.12,27.3975,26.785,Jov_Madura,outono,FUS,Mar 2004,0.3933198380566802,7.812625653397667,0.05504873073436083,-0.6125000000000007,5_3,9
762,107,3,sombra,5,M,1,6,7,1.9,0.146975,1.8,9.73225,20.23,19.5325,Madura,inverno,FUS,May 2004,1.0555555555555556,12.927368600102058,0.19522720850779623,-0.6975000000000016,5_3,11
763,107,3,sombra,5,M,1,7,9,1.9745000000000001,0.416425,2.975,11.486,20.8825,20.385,Madura,inverno,FUS,Jul 2004,0.6636974789915967,4.741550099057454,0.17190492773811597,-0.4974999999999987,5_3,13
764,107,3,sombra,5,M,1,8,11,3.823,0.19645,3.425,30.98,23.0825,21.8125,Madura,primavera,FUS,Sep 2004,1.1162043795620438,19.460422499363705,0.12340219496449321,-1.2699999999999996,5_3,15
765,107,3,sombra,5,M,1,9,13,1.427,0.09025000000000001,2.35,17.95,27.2875,26.6425,Velha,primavera,FUS,Nov 2004,0.6072340425531915,15.81163434903047,0.07949860724233984,-0.6450000000000031,5_3,17
766,107,3,sombra,5,M,1,10,15,0.7843,0.15685000000000002,1.5,10.7273,25.365,24.8325,Velha,verao,FUS,Jan 2005,0.5228666666666667,5.000318775900541,0.07311252598510343,-0.5324999999999989,5_3,19
767,107,3,sombra,5,M,1,11,17,0.1716,0.116,0.9,14.565,22.93,22.17,Velha,outono,FUS,Mar 2005,0.19066666666666665,1.4793103448275862,0.011781668383110197,-0.759999999999998,5_3,21
768,107,3,sombra,5,M,1,12,19,0.0961,0.44930000000000003,1.7,5.10825,19.7225,18.935,Velha,inverno,FUS,May 2005,0.056529411764705884,0.2138882706432228,0.018812704938090345,-0.7875000000000014,5_3,23
769,108,3,sombra,5,M,2,3,1,3.583,0.21412499999999998,2.28,312.675,29.8175,29.3575,Jovem,primavera,FUS,Nov 2003,1.5714912280701756,16.733216579100993,0.011459182857599745,-0.4599999999999973,5_3,5
770,108,3,sombra,5,M,2,4,3,2.4155,0.24967799999999998,2.94,33.972,26.845,26.0125,Jov_Madura,verao,FUS,Jan 2004,0.8215986394557824,9.674460705388542,0.07110267278935595,-0.8324999999999996,5_3,7
771,108,3,sombra,5,M,2,5,5,1.83525,0.35662499999999997,6.775,29.545,27.9625,26.515,Jov_Madura,outono,FUS,Mar 2004,0.27088560885608853,5.146161934805469,0.06211710949399221,-1.447499999999998,5_3,9
772,108,3,sombra,5,M,2,6,7,2.27475,0.16255,0.9625,27.4125,20.0075,19.485,Madura,inverno,FUS,May 2004,2.3633766233766234,13.994155644417102,0.08298221614227086,-0.5225000000000009,5_3,11
773,108,3,sombra,5,M,2,7,9,1.73425,0.27097499999999997,1.975,51.2625,21.2875,20.635,Madura,inverno,FUS,Jul 2004,0.8781012658227848,6.400036903773412,0.03383077298219946,-0.6524999999999999,5_3,13
774,108,3,sombra,5,M,2,8,11,7.17725,0.2404,4.275,61.5425,23.7525,22.985,Madura,primavera,FUS,Sep 2004,1.6788888888888887,29.85544925124792,0.11662265913799408,-0.7675000000000018,5_3,15
775,108,3,sombra,5,M,2,9,13,0.24026699999999998,0.058100000000000006,1.6,11.9267,27.48,26.7867,Velha,primavera,FUS,Nov 2004,0.15016687499999998,4.135404475043028,0.020145304233358766,-0.6933000000000007,5_3,17
776,108,3,sombra,5,M,2,10,15,0.3443,0.0495,0.43333299999999997,16.522,26.8233,26.14,Velha,verao,FUS,Jan 2005,0.7945390727223637,6.955555555555555,0.020838881491344875,-0.6832999999999991,5_3,19
